gene,8C_C1,8C_C2,2PN_1,2PN_2,2PN_3,2PN_4,2PN_5,2PN_6,2PN_7,2PN_8,2PN_9,2PN_10,3PN_1,3PN_2,3PN_3,3PN_4
XYLT1,0.521647558,0.42039494,1.639655393,1.901274538,0.351317701,-0.397549536,-0.003188803,0.8795205,0.348650019,0.274272183,0.737086204,0.550388829,-0.298107236,-0.245515586,1.055185226,1.331238353
LPCAT4,0.493114523,0.446952468,1.014730915,1.755737688,0.960982306,0.691056725,0.541584111,1.35995248,0.776360369,0.46555594,1.072222317,0.916341175,0.461558249,0.422863034,1.220374077,1.57539397
PATL2,0.421249437,0.516455515,1.722568609,2.401171787,0.941784346,0.279951514,0.265475847,1.625773875,0.534937802,0.502301457,0.928795086,0.708225211,-0.173040657,0.155110328,1.282472791,1.62785447
CTTNBP2NL,0.575108204,0.360367883,1.258161325,1.740416349,0.790533484,0.624772491,0.590868815,1.171556042,0.639194482,0.557511181,0.892731853,0.856133106,0.200494953,0.61254457,1.093952591,1.423264273
OTUD5,0.414495027,0.516869857,0.769055105,1.01605968,1.099740706,0.693700398,0.56175615,0.80542242,0.809885414,0.602776312,0.995312951,0.983335533,0.44269075,0.880256023,0.746378217,0.724684733
SPATA22,0.492791389,0.437360632,1.041965182,1.374982106,-0.062281556,0.155404365,0.857490623,0.631324525,0.46190202,0.797366233,0.601967585,0.561580156,0.184610241,0.541848847,-0.144540935,0.522893033
AKAP8L,0.550820425,0.377746334,0.065307028,-1,0.201629505,0.904579503,0.368856766,0.637566575,0.329430018,0.436693975,0.516771825,0.581844796,0.152387731,0.564591506,1.00749088,-0.322368596
ZNF300,0.588129683,0.338433384,0.266547304,1.218390541,0.752543492,0.593431177,0.777694277,0.652411902,0.98285578,0.833176447,0.780856137,0.67673402,0.440498196,0.732455843,1.127736982,0.014650052
RRP8,0.536122667,0.388872792,0.510110901,0.858853961,0.799320489,0.863746299,0.875412321,0.840823719,0.619374696,0.737969859,0.822582554,0.683478685,0.687158717,0.430014876,0.65419609,-0.090627515
POM121C,0.465111184,0.456232991,0.802315731,1.169760814,0.65707221,0.824249333,0.561325751,0.912634308,0.613638892,0.533428095,0.53285218,0.569929124,0.416688593,0.537829921,0.866352862,0.537606428
NUP88,0.352761192,0.565160074,1.112275134,1.466469903,1.233159385,0.973714586,1.389895087,1.155966976,0.993763834,1.376660158,1.166569528,1.348722792,1.131957564,1.086781817,1.309824279,1.268011803
AL357075.4,0.416517357,0.499221203,-0.158192324,1.055743276,0.3643718,0.246367091,0.153932794,0.315974122,0.205203822,0.588396205,0.166983065,0.493685525,-0.072053783,0.598494385,0.776782588,0.542554811
TUBA3D,0.529509788,0.385473463,-0.172619417,-1,1.571504211,1.811382211,1.498328615,1.774831223,1.309080991,1.812158632,1.150006904,1.372696274,1.099868404,1.377623476,1.731723706,0.424507264
WLS,0.518265124,0.395302694,1.499523546,1.921715634,0.619783111,0.551477154,0.638365693,0.937333805,0.445712024,0.477287672,0.419872129,0.642383258,0.384373312,0.318596166,1.243774376,1.500198601
XRCC1,0.612792225,0.296967117,0.966348549,1.585920049,-0.157842449,0.567008358,0.497320061,0.997951211,0.248471315,-0.049466524,0.331405227,0.222664457,0.190353272,0.096290441,0.523610176,0.547658919
OSMR,0.269556838,0.635785135,-0.030287638,0.658405424,-0.638988963,0.154050995,-0.693149465,-0.124997226,0.278992626,-0.316920526,-0.041766,-0.116689378,-0.754496462,0.174055444,-0.730306884,0.229759123
ERICH5,0.386062133,0.516281201,0.446147276,0.585895483,0.374964706,0.739273219,0.021460876,0.738818439,-0.379281527,0.180288777,0.519397159,0.896793821,0.146574199,0.253937654,0.257059564,0.723293171
LRMP,0.45497848,0.442835682,0.944800134,0.563991734,0.154246506,0.496607404,0.042634963,0.812104415,0.414069744,0.111982603,0.556239282,0.561275782,-0.074519588,0.087848828,0.687039011,1.217302029
SERHL2,0.43928326,0.452508942,1.640720581,1.842301693,0.756163147,0.198583141,0.368955017,1.229849437,0.578176021,0.613076324,0.993806303,0.87505501,0.532093264,0.518755761,1.090862328,1.167586986
EPAS1,0.474537785,0.416998777,1.302567496,1.921080173,0.357420437,0.387541625,0.357897321,1.238564186,0.373205237,0.265808253,0.47988541,0.322743647,0.226668974,0.441253391,1.498115836,1.161989347
PNLDC1,0.547975935,0.342372142,1.422899775,2.077775115,1.159328627,0.665303911,1.413498421,1.226067859,1.150114192,0.9908133,1.261039358,1.280588385,-0.174944781,0.926039724,1.026011635,1.308162372
PKNOX1,0.363734731,0.519011777,0.689797232,0.844871341,1.061025515,0.660110781,0.596946919,0.922826885,0.844766609,0.721337331,0.904990962,0.83687575,0.96512434,0.732036526,1.182015557,0.531146555
KRCC1,0.449225926,0.425127123,-1,-1,0.755921787,0.585676921,0.404706487,0.164344824,0.929616102,0.557958225,0.373346632,0.492024118,0.070163517,1.137171112,-0.562253083,-1
ZSCAN9,0.373045215,0.501128168,0.29496725,0.625228568,0.756735201,0.355599772,0.810459085,0.911924274,0.830962053,0.935596534,0.844905729,0.891320089,0.727427789,0.430317141,0.911043025,0.611527885
LIN54,0.428273001,0.438695946,0.177764409,0.881869814,1.21421499,0.448941332,0.394707629,0.785438964,0.871208711,0.820689487,0.583402266,0.593147337,0.413528421,0.502272904,0.672580488,0.196354732
ZNF490,0.44918023,0.414941276,0.396639697,0.156595183,0.701463673,0.674760314,0.788421589,0.632091075,0.496194321,0.550736242,0.337148455,0.610610983,1.109342945,0.900208459,0.770321702,0.108550479
PI4KB,0.424766168,0.437451873,0.839123434,1.628161345,0.761407833,0.699848277,0.676612508,1.143172494,0.594853278,0.801329799,0.747361675,0.79344768,0.753268188,0.960418881,0.992712541,0.470648959
CLK3,0.446759849,0.41203024,0.681263675,1.239878319,0.797944913,0.629289285,0.415337835,0.961821457,0.826091591,0.757401875,0.627637103,0.756438083,0.518553156,0.869118554,1.203697969,0.514087715
CHCHD6,0.532896998,0.323958981,1.296354273,1.657932262,0.572624774,0.429324717,0.240940686,1.009570289,0.52611173,0.388468704,0.720511146,0.603916535,0.396683603,0.174383154,0.872703896,0.833050549
GCNT3,0.403614443,0.450056713,1.508855486,2.002452904,1.092977707,0.788594393,0.976703004,1.406383466,0.827502191,0.531614294,0.857598541,1.213704185,0.656737668,0.805582476,1.452796414,1.426071702
POM121,0.442065345,0.411207099,0.900571772,1.168063857,0.56713122,0.968701488,0.682594758,1.019373882,0.572814931,0.459276811,0.728242962,0.739339867,0.42379585,0.538931728,0.878216591,0.811290342
DNAJC27,0.358523204,0.491784704,-0.098729209,-1,0.591390609,0.147971362,-0.204807972,0.81592906,0.653012104,-0.189897898,0.682463237,0.296083392,-0.386991709,0.316082518,0.647867898,0.34067098
FAM120B,0.372223948,0.476342156,0.983842659,1.428998149,0.605634683,0.360035705,0.489287968,0.872274653,0.795430412,0.434319912,0.72601856,0.625612237,0.345578183,0.285002949,0.815452555,1.270439151
AC013394.1,0.546259663,0.300297592,0.636800316,0.534605794,0.581851394,0.363615176,0.247354263,1.062874424,0.794803162,0.520998747,0.517222298,0.673345631,0.412895968,0.514074286,1.043645951,0.881758183
ADCY9,0.438760786,0.404644056,0.980971337,1.458401075,0.108177233,0.033751042,-0.105524928,0.976248066,0.437400133,0.32090014,0.438047652,0.228333618,-0.27448521,-0.110123952,0.837234799,0.678455097
LRRFIP2,0.475456603,0.367095453,0.552181826,-0.228052373,0.607608232,0.740032974,0.61729575,0.735599059,0.68828898,0.65479086,0.805658915,0.895456084,0.616485492,0.621901612,0.83425662,0.521221926
TRIM51,0.373440012,0.469004774,-1,-1,1.070942105,-1,-1,-0.765257175,-1,0.559981992,-0.06286577,-0.050422653,-0.604152417,-0.869772534,1.040706748,-1
RUFY1,0.447511992,0.389784469,0.098213024,0.404969113,1.006050804,0.886111031,0.874144108,0.49044647,0.583506073,0.642615656,0.527888983,0.735359333,0.841744158,0.897915389,0.744805696,0.426859371
PRAMEF8,0.481215496,0.353258012,-1,-1,1.023610577,-0.138216041,-0.680530539,1.257719608,0.563194511,1.297814561,0.476399035,1.566484752,-0.259365915,0.218629952,1.901260155,-1
BMP4,0.417815007,0.415803393,-1,-0.595088835,0.107198434,0.29608838,-0.214714024,1.006624755,0.750101449,0.138225624,-0.034658293,1.001669559,0.281897231,0.56088275,0.560293131,0.878947609
SIGLEC10,0.411147112,0.419236338,1.142966682,1.397251541,0.118350055,-0.251054867,-0.135917373,0.79522913,0.591921993,0.070395135,0.77231217,0.194210368,-0.886968855,-0.284710572,0.825413524,1.308597705
MPZL3,0.379714052,0.450412477,0.384196911,0.375674585,-0.221641641,0.427105204,0.454572464,0.575198009,0.97806606,0.572081141,0.714968072,0.37235645,0.346677009,0.79767989,0.534311732,0.064436648
C11orf65,0.437539863,0.391803886,0.122866996,0.347495894,-0.226618866,0.844948741,0.444177564,0.114673022,0.526973066,0.64393418,0.345059906,0.623036744,0.358745915,0.188842741,0.203570524,-0.542591243
ST14,0.400748265,0.424853554,1.569362203,1.90674748,0.487035519,-0.432280611,-0.232210675,0.952816844,0.177576898,-0.301444771,0.816633977,0.658588958,-0.054776353,-0.310612904,0.703372554,0.81605647
C16orf70,0.498977339,0.323259527,0.985404197,1.676526809,0.761113111,0.67355943,0.839066121,1.201842116,1.013907306,1.057525753,1.12064861,1.330890627,0.811813199,1.058492454,1.257111222,0.828131076
GMEB1,0.381057064,0.440948776,0.612524922,1.294395634,0.303787045,0.342906844,0.349215969,0.558433407,0.710085619,0.454789526,0.612322935,0.916694692,0.471506421,0.418158164,1.038107705,0.861790775
RABGAP1,0.498718048,0.32180093,0.85582124,0.878704494,0.548169328,0.663666256,0.412351162,0.782189524,0.769543478,0.393055669,0.811013478,0.661797546,0.243114478,0.157472181,0.660203101,1.330832645
NCAPH,0.550880162,0.268191943,0.806198295,1.239795568,0.375342392,0.510611892,0.44989768,1.021786973,0.430490437,0.692319191,0.616031435,0.532666238,0.490023689,0.536249276,1.218280735,1.297095543
SLC29A1,0.552171596,0.263001085,1.338133043,1.885979706,0.861573896,-0.275487382,0.846969348,1.569249808,0.471740592,0.439763143,0.67719098,0.524088826,0.63461731,-0.368659134,1.333834843,1.157340397
VAV3,0.424632619,0.389690434,1.052745939,1.153488998,0.329694844,0.414163839,0.145057416,0.950235937,0.520745087,0.088278153,0.969378518,0.757047508,-0.166176553,0.236056235,1.112585492,1.484186131
SP2,0.383852692,0.427327845,1.015527823,1.447449531,0.275837488,0.064125027,0.3823674,0.829514242,0.896037747,0.388794382,0.237342629,0.782736847,0.23470225,0.477439621,0.896266445,0.962856117
SLC31A2,0.48850517,0.320511231,1.603677112,1.636477565,1.258209242,1.17214417,0.9721156,1.160334651,1.193123763,0.693024125,1.102049669,1.261867367,1.056430297,1.072191056,1.023330255,1.320371271
TM9SF4,0.427783489,0.380052333,0.799657951,1.523072788,0.697718303,0.762134943,0.831910899,0.95441653,0.769240147,0.76227521,0.638148077,0.803244696,0.883021728,0.549581813,0.808635941,0.70425573
GLE1,0.308762202,0.498911945,0.827932521,1.543234889,0.659273596,0.978104566,0.853857241,1.080425164,1.284525253,1.357160045,1.031069785,1.359877393,0.749615979,1.143693207,1.379963623,1.021286074
DIRAS3,0.45211239,0.354326058,1.133871799,1.592293393,-0.87805801,0.335063636,0.333383987,0.980198423,0.348690522,0.157635652,0.686479877,0.553215378,0.024439369,0.529262946,1.525726728,1.789704427
POLA1,0.457214659,0.349189105,0.608129853,0.845696767,0.634613583,0.567838291,0.85163651,0.817421837,0.645227874,0.44062166,1.036903436,0.804105819,0.459914383,0.640863587,0.815813226,1.146501368
CCDC18,0.462225904,0.343404896,0.404851016,0.440675607,0.883464925,0.918995589,0.786502611,1.088037457,0.812227197,0.914640558,0.83375996,1.17511362,0.807545056,0.744968876,0.903559945,0.636401617
DCT,0.446915379,0.358429052,1.088947903,1.463629198,0.290019244,-0.549434988,0.104678609,0.948357159,0.915696405,0.157652867,0.485433931,0.75778907,-0.244126821,0.218734752,1.029386213,1.413009746
XPC,0.413740207,0.389278986,0.51311914,0.201672909,0.673011779,1.053925452,0.453633548,0.690543377,0.610158093,0.577339425,0.62502152,0.709035871,0.546575728,0.620359081,0.960356885,0.603971344
VRK3,0.391076848,0.410814505,0.742685705,1.199934451,0.612876743,0.892283869,0.785805447,0.94853282,0.974420034,1.000712527,0.755981435,0.999125929,0.824356268,1.042511328,1.116843421,0.87619162
FER,0.388713296,0.406709948,0.70542612,0.966757384,0.250587588,0.109051472,0.25418033,0.77588368,0.375926488,0.28928542,0.527245309,0.539007811,0.29153734,0.521530211,0.327265321,0.978619886
RUFY2,0.510575705,0.282397091,0.081019483,0.371196099,0.904065619,0.896140086,0.86590576,1.038949036,0.959670806,1.074645321,1.093251086,1.047764973,0.897943901,1.085806287,0.948489645,0.399478505
BAIAP2,0.412757144,0.379696841,1.250707322,1.82338097,0.382254488,0.26749721,0.339852755,0.988477619,0.789455623,0.3707754,0.599599815,0.267980172,-0.100061751,0.156093721,1.149297032,0.849791998
FLYWCH2,0.329703914,0.462033187,1.658582,1.931626165,0.88058387,1.513236517,0.964962844,1.031411292,1.158397476,1.323775002,0.795443419,1.566433957,0.36179373,1.330520913,0.969903009,0.980721841
TRAK2,0.314929941,0.47621437,0.879034546,1.095993206,0.576052108,0.782592075,0.539185412,1.036338204,0.833837671,0.845953749,0.766400874,0.649997674,0.633464921,0.70564805,0.900486639,1.091682782
TRIM49D2,0.512302487,0.272596669,-0.857287343,-1,1.160242171,-1,-0.262608391,0.402472544,0.249686695,2.094601782,0.346904491,1.681313523,0.063225241,0.044857134,1.978924345,0.760582525
MVP,0.422405644,0.360301577,0.880766846,1.351840352,0.035133516,0.230554927,-0.026956935,1.056602645,0.388183823,0.147118029,0.567065675,0.669170107,-0.158124314,0.201860125,0.618151896,0.886203262
SPIDR,0.404837991,0.369312357,0.594604452,0.941627792,-0.433562508,0.396854655,-0.163138983,0.49040758,0.417120794,0.007272396,0.676287469,0.498695733,0.068760087,0.498841309,0.251553786,0.379826178
PTPN3,0.405342774,0.367788509,1.218316727,1.574914939,0.346333607,0.405244905,-0.030630176,0.936564709,0.532201544,0.074037082,0.724473879,0.651504893,-0.071965766,0.093711935,0.750813836,1.376465084
SORBS1,0.478755178,0.294278138,0.589170746,1.152074815,0.326285054,0.157320142,0.907262073,0.121651092,0.421524957,0.458337289,0.416301592,0.467948897,0.836691528,0.778740188,0.513996101,0.6357134
ARHGAP19-SLIT1,0.345028707,0.427928131,1.095042707,1.620299536,0.814003936,0.792346156,0.559474987,1.150326229,1.30183855,0.939830735,0.61660909,1.077836835,0.589575322,0.743212006,1.291366852,1.200231707
STYXL1,0.429411492,0.343031648,0.91756826,0.944545936,0.732863669,0.90562148,-0.082711534,0.698050586,0.855455551,0.745061434,0.510835917,0.694536847,-0.042629748,0.375535593,0.732950667,0.835109814
ZFP69B,0.275308937,0.496688801,0.273509792,0.640962961,0.476996543,0.509203743,0.340820765,0.508144088,0.56498549,0.884347634,0.857479264,0.230152103,0.634164969,0.223438094,0.784044011,0.313582487
PNPLA2,0.335931855,0.434974269,1.397014323,1.788691331,0.781531781,-0.176853833,0.207108211,1.14723253,0.491821522,-0.018412867,0.446325715,0.394106385,-0.223231861,-0.013447797,0.963584983,1.260798104
SHTN1,0.480809071,0.28937242,0.618591932,-0.287245946,1.370598941,1.256897583,1.214179187,0.864844743,1.110154862,1.107230327,1.035090175,1.33450321,1.054039745,1.27899194,0.855943854,1.144569226
CSF1R,0.370643895,0.39492337,1.007010388,1.388950834,0.379356651,-0.515469405,0.115795838,1.08856202,0.717032237,-0.095641015,0.821638624,0.379434064,-0.091971874,0.094869602,0.266435857,0.902207364
AC008581.2,0.41069627,0.347442624,1.154419712,1.28953522,0.7472536,0.896878746,0.762895507,1.006049519,0.758448372,0.989668289,0.658093094,0.96117217,1.008623589,0.855287955,1.214002515,1.124774434
CHD8,0.384372951,0.373003453,0.055418853,-0.241510653,0.195267668,0.543053714,0.081025249,0.616317101,0.550625765,0.343077774,0.638047749,0.438731214,0.269875872,0.430169422,0.698298935,0.370168404
PIWIL2,0.251750125,0.505374532,0.320732707,1.03237939,0.603498054,0.792841792,0.839250785,0.843093308,0.403890582,0.785348701,0.686097356,1.059098205,0.643002158,1.198948077,1.297625717,0.617770478
PLEKHB1,0.466642559,0.290375009,0.881541169,1.6254563,-0.176840716,-0.039021067,0.300794979,0.876679668,0.495660041,0.023505553,0.250250887,0.061383107,-0.353975344,-0.592047171,0.577939306,0.717215504
HMGXB3,0.46543312,0.291253156,0.750326694,0.968429709,0.758263978,0.957525257,0.67561788,1.036570214,0.876614934,0.579027953,0.892779579,0.84493428,0.515522029,0.882991765,0.916740331,0.630719273
TESK1,0.354323996,0.397409498,0.75250249,0.641718853,0.860759696,0.97891158,0.903482575,0.30244609,1.057182863,0.720298173,0.495908132,1.10272691,0.563173529,1.031836488,0.852696355,0.104951544
AP000471.1,0.541360794,0.209264821,0.223820308,1.228724162,0.88016624,1.164500372,0.761575677,1.316001605,0.828355848,1.095522922,0.130164843,0.596016953,0.398856791,0.017888933,1.144198279,0.701339035
SPECC1L-ADORA2A,0.558357994,0.191764465,0.535754001,0.566120819,0.539295701,0.889204746,0.315539614,0.683115511,0.54794679,0.407599588,0.578341404,0.786726584,0.600343747,0.741196287,0.595410567,0.786111147
KDM5A,0.333183192,0.416598906,0.295386748,0.321857853,0.463979392,1.005732471,0.745064793,0.772276074,0.791102304,0.828324316,0.753402103,0.865845434,0.646247136,0.799623989,1.219936429,0.571316625
RNF25,0.30952009,0.438058106,0.924777147,1.356162055,0.973015939,1.099246475,0.904420146,1.363891643,1.02549593,1.058233131,0.876982438,0.866976346,0.69769879,0.048819607,1.408899558,0.086087065
SMARCD1,0.287857244,0.458787523,1.14324657,1.304436022,0.73970981,0.937903521,0.578899709,0.756771852,0.885334359,0.828711248,0.908807617,0.739548612,0.46105365,0.437624219,0.935023983,1.215889661
ARIH2OS,0.461805756,0.282178984,0.665101314,1.056855705,1.282134986,1.286418742,0.640001261,1.268666881,1.027292922,0.922726548,1.08127672,1.261679116,0.748680904,1.239372565,1.049590116,0.909629778
POFUT2,0.432668386,0.307100286,0.434361447,0.457305583,-0.065923069,0.318701571,0.215932456,0.559749988,0.28708231,0.119126176,-0.01828357,0.725758541,-0.007203116,0.363130417,0.503113527,0.421243675
EDRF1,0.392850775,0.344829885,0.449203233,1.319625444,0.431344301,0.814460494,0.630850471,0.973791909,0.524120007,0.420784081,0.722458936,0.505417937,0.420858901,0.061063627,0.812457643,0.735350466
TMED7-TICAM2,0.352746349,0.378851583,0.468756468,0.931630893,0.82902683,0.700553851,0.830133223,0.774374611,0.620813006,0.897233134,0.791350868,1.0057749,0.776629062,0.782660061,0.629892763,-0.432233258
AL139353.1,0.323634029,0.407324948,0.387126144,0.443223077,0.545268635,0.447239609,0.2470207,0.531060771,0.541713131,0.567591052,0.662387202,0.545422913,0.75662006,0.719556664,0.681972498,0.56987464
HMCES,0.253222873,0.475138379,1.387432364,1.887711575,1.061012684,1.045056843,1.407432207,1.140168205,0.359591526,1.338560274,0.958976768,1.212033309,1.180840124,0.976275679,1.085544229,1.284268943
